experiment_id,encoder_type,target_setting_id,target_qed,target_logp,target_sas,latent_vector_id,optimization_run_id,random_seed,initial_pred_qed,initial_pred_logp,initial_pred_sas,final_pred_qed,final_pred_logp,final_pred_sas,delta_qed,delta_logp_improvement,delta_sas_improvement,optimization_steps,final_opt_loss,early_stopped,decoded_smiles,canonical_smiles,is_valid,is_unique,is_novel,rdkit_qed,rdkit_logp,rdkit_sas,qed_predictor_error,logp_predictor_error,sas_predictor_error,property_hit,tanimoto_max_sim,pains_count,pains_flag,brenk_count,brenk_flag,nih_count,nih_flag,filter_pass,lipinski_compliant,lipinski_violations,decoding_mode,heavy_atom_count,molecular_weight
92224545,CNN,T6,0.6,0.5,3.5,9,3,8003,1.46348,1.32617,1.97147,0.99573,1.0389,2.33753,-0.46775,0.28728,0.36606,200,1.127279,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,9,4,8004,1.46348,1.32617,1.97147,0.99573,1.0389,2.33753,-0.46775,0.28728,0.36606,200,1.127279,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,9,5,8005,1.46348,1.32617,1.97147,0.99573,1.0389,2.33753,-0.46775,0.28728,0.36606,200,1.127279,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,10,1,9001,3.61056,3.37006,4.70464,0.73334,0.81907,1.13333,-2.87722,2.551,-1.16203,200,2.927491,False,[CH]Br,[CH]Br,True,True,True,,,,,,,,0.07143,0,False,0,False,1,True,False,True,0,greedy,2,92.923
92224545,CNN,T6,0.6,0.5,3.5,10,2,9002,3.61056,3.37006,4.70464,0.73334,0.81907,1.13333,-2.87722,2.551,-1.16203,200,2.927491,False,[CH]Br,[CH]Br,True,False,True,,,,,,,,0.07143,0,False,0,False,1,True,False,True,0,greedy,2,92.923
92224545,CNN,T6,0.6,0.5,3.5,10,3,9003,3.61056,3.37006,4.70464,0.73334,0.81907,1.13333,-2.87722,2.551,-1.16203,200,2.927491,False,[CH]Br,[CH]Br,True,False,True,,,,,,,,0.07143,0,False,0,False,1,True,False,True,0,greedy,2,92.923
92224545,CNN,T6,0.6,0.5,3.5,10,4,9004,3.61056,3.37006,4.70464,0.73334,0.81907,1.13333,-2.87722,2.551,-1.16203,200,2.927491,False,[CH]Br,[CH]Br,True,False,True,,,,,,,,0.07143,0,False,0,False,1,True,False,True,0,greedy,2,92.923
92224545,CNN,T6,0.6,0.5,3.5,10,5,9005,3.61056,3.37006,4.70464,0.73334,0.81907,1.13333,-2.87722,2.551,-1.16203,200,2.927491,False,[CH]Br,[CH]Br,True,False,True,,,,,,,,0.07143,0,False,0,False,1,True,False,True,0,greedy,2,92.923
92224545,CNN,T6,0.6,0.5,3.5,11,1,10001,1.36756,1.32547,1.95991,1.02677,1.05553,2.47099,-0.34079,0.26994,0.51108,200,1.022225,False,[CH][CH]Br,[CH][CH]Br,True,True,True,,,,,,,,0.075,0,False,0,False,1,True,False,True,0,greedy,3,105.942
92224545,CNN,T6,0.6,0.5,3.5,11,2,10002,1.36756,1.32547,1.95991,1.02677,1.05553,2.47099,-0.34079,0.26994,0.51108,200,1.022225,False,[CH]C([CH])N[CH]SC=[OH+],[CH]C([CH])N[CH]SC=[OH+],True,True,True,,,,,,,,0.11765,0,False,4,True,1,True,False,True,0,greedy,8,129.184
92224545,CNN,T6,0.6,0.5,3.5,11,3,10003,1.36756,1.32547,1.95991,1.02677,1.05553,2.47099,-0.34079,0.26994,0.51108,200,1.022225,False,[CH]NC=[SH+][CH][CH][CH][CH]Br,[CH]NC=[SH+][CH][CH][CH][CH]Br,True,True,True,,,,,,,,0.07895,0,False,5,True,2,True,False,True,0,greedy,9,206.108
92224545,CNN,T6,0.6,0.5,3.5,11,4,10004,1.36756,1.32547,1.95991,1.02677,1.05553,2.47099,-0.34079,0.26994,0.51108,200,1.022225,False,[CH][CH]Br,[CH][CH]Br,True,False,True,,,,,,,,0.075,0,False,0,False,1,True,False,True,0,greedy,3,105.942
92224545,CNN,T6,0.6,0.5,3.5,11,5,10005,1.36756,1.32547,1.95991,1.02677,1.05553,2.47099,-0.34079,0.26994,0.51108,200,1.022225,False,[CH]N[CH][CH]N[SH+]=[SH+][CH][CH][P](=[SH+])[CH][NH2+][CH]SC=[OH+],[CH]N[CH][CH]N[SH+]=[SH+][CH][CH][P](=[SH+])[CH][NH2+][CH]SC=[OH+],True,True,True,,,,,,,,0.08696,0,False,7,True,4,True,False,True,0,greedy,17,329.478
92224545,CNN,T6,0.6,0.5,3.5,12,1,11001,14.41671,12.7182,18.87053,0.14774,0.26073,0.47054,-14.26897,11.97894,12.34107,200,4.852198,False,[CH][CH]Br,[CH][CH]Br,True,False,True,,,,,,,,0.075,0,False,0,False,1,True,False,True,0,greedy,3,105.942
92224545,CNN,T6,0.6,0.5,3.5,12,2,11002,14.41671,12.7182,18.87053,0.14774,0.26073,0.47054,-14.26897,11.97894,12.34107,200,4.852198,False,[CH][C@H]([SH+])[CH][CH]Br,[CH][C@H]([SH+])[CH][CH]Br,True,True,True,,,,,,,,0.08824,0,False,2,True,1,True,False,True,0,greedy,6,165.055
92224545,CNN,T6,0.6,0.5,3.5,12,3,11003,14.41671,12.7182,18.87053,0.14774,0.26073,0.47054,-14.26897,11.97894,12.34107,200,4.852198,False,[CH]C([CH])N[CH][CH]N[SH+]C=[OH+],[CH]C([CH])N[CH][CH]N[SH+]C=[OH+],True,True,True,,,,,,,,0.09434,0,False,5,True,3,True,False,True,0,greedy,10,158.226
92224545,CNN,T6,0.6,0.5,3.5,12,4,11004,14.41671,12.7182,18.87053,0.14774,0.26073,0.47054,-14.26897,11.97894,12.34107,200,4.852198,False,[CH][CH][C@H]([CH])C=[SH][P][P]C=[SH+][CH]C=[SH+][CH][CH]N[CH]SC=[OH+],[CH][CH][C@H]([CH])C=[SH][P][P]C=[SH+][CH]C=[SH+][CH][CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.10843,1,True,7,True,4,True,False,True,0,greedy,20,381.49
92224545,CNN,T6,0.6,0.5,3.5,12,5,11005,14.41671,12.7182,18.87053,0.14774,0.26073,0.47054,-14.26897,11.97894,12.34107,200,4.852198,False,[CH][CH][CH]Br,[CH][CH][CH]Br,True,True,True,,,,,,,,0.09091,0,False,0,False,1,True,False,True,0,greedy,4,118.961
92224545,CNN,T6,0.6,0.5,3.5,13,1,12001,9.75627,8.58616,12.47317,0.19891,0.30837,0.41286,-9.55736,7.89452,5.88603,200,4.965706,False,[CH][CH]I,[CH][CH]I,True,True,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,13,2,12002,9.75627,8.58616,12.47317,0.19891,0.30837,0.41286,-9.55736,7.89452,5.88603,200,4.965706,False,[CH][CH]NS[P][P][CH]SC=[OH+],[CH][CH]NS[P][P][CH]SC=[OH+],True,True,True,,,,,,,,0.07812,0,False,6,True,4,True,False,True,0,greedy,10,210.18
92224545,CNN,T6,0.6,0.5,3.5,13,3,12003,9.75627,8.58616,12.47317,0.19891,0.30837,0.41286,-9.55736,7.89452,5.88603,200,4.965706,False,[CH][CH]NS[P@@]([CH])SC=[OH+],[CH][CH]NS[P@@]([CH])SC=[OH+],True,True,True,,,,,,,,0.08333,0,False,5,True,4,True,False,True,0,greedy,9,179.206
92224545,CNN,T6,0.6,0.5,3.5,13,4,12004,9.75627,8.58616,12.47317,0.19891,0.30837,0.41286,-9.55736,7.89452,5.88603,200,4.965706,False,[CH][CH]NS[P@@](S)C=[OH+],[CH][CH]NS[P@@](S)C=[OH+],True,True,True,,,,,,,,0.08621,0,False,5,True,4,True,False,True,0,greedy,8,167.195
92224545,CNN,T6,0.6,0.5,3.5,13,5,12005,9.75627,8.58616,12.47317,0.19891,0.30837,0.41286,-9.55736,7.89452,5.88603,200,4.965706,False,[CH][CH]I,[CH][CH]I,True,False,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,14,1,13001,3.81018,3.38636,5.09203,0.54182,0.69722,0.95092,-3.26835,2.68914,-0.95704,200,3.302026,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,14,2,13002,3.81018,3.38636,5.09203,0.54182,0.69722,0.95092,-3.26835,2.68914,-0.95704,200,3.302026,False,[NH][CH]SC=[OH+],[NH][CH]SC=[OH+],True,True,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,90.127
92224545,CNN,T6,0.6,0.5,3.5,14,3,13003,3.81018,3.38636,5.09203,0.54182,0.69722,0.95092,-3.26835,2.68914,-0.95704,200,3.302026,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,14,4,13004,3.81018,3.38636,5.09203,0.54182,0.69722,0.95092,-3.26835,2.68914,-0.95704,200,3.302026,False,[CH][CH]SC=[OH+],[CH][CH]SC=[OH+],True,False,True,,,,,,,,0.09375,0,False,3,True,1,True,False,True,0,greedy,5,88.131
92224545,CNN,T6,0.6,0.5,3.5,14,5,13005,3.81018,3.38636,5.09203,0.54182,0.69722,0.95092,-3.26835,2.68914,-0.95704,200,3.302026,False,[CH][CH]I,[CH][CH]I,True,False,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,15,1,14001,1.23897,1.18264,1.78826,0.94394,1.02567,2.41118,-0.29503,0.15697,0.62291,200,0.991522,False,[CH][CH][C@@H]([CH])SC=[OH+],[CH][CH][C@@H]([CH])SC=[OH+],True,True,True,,,,,,,,0.10811,0,False,3,True,1,True,False,True,0,greedy,7,114.169
92224545,CNN,T6,0.6,0.5,3.5,15,2,14002,1.23897,1.18264,1.78826,0.94394,1.02567,2.41118,-0.29503,0.15697,0.62291,200,0.991522,False,[CH]S[CH][C@@H]([NH3+])[C@@H]([CH])[OH+][SH+]C=CC=[SH+][P+][CH]SC=[OH+],[CH]S[CH][C@@H]([NH3+])[C@@H]([CH])[OH+][SH+]C=CC=[SH+][P+][CH]SC=[OH+],True,True,True,,,,,,,,0.09375,1,True,8,True,5,True,False,True,0,greedy,18,342.493
92224545,CNN,T6,0.6,0.5,3.5,15,3,14003,1.23897,1.18264,1.78826,0.94394,1.02567,2.41118,-0.29503,0.15697,0.62291,200,0.991522,False,[CH]C([CH])[C@@H]([NH3+])[P@@]([CH])SC=[OH+],[CH]C([CH])[C@@H]([NH3+])[P@@]([CH])SC=[OH+],True,True,True,,,,,,,,0.10638,0,False,4,True,3,True,False,True,0,greedy,10,175.193
92224545,CNN,T6,0.6,0.5,3.5,15,4,14004,1.23897,1.18264,1.78826,0.94394,1.02567,2.41118,-0.29503,0.15697,0.62291,200,0.991522,False,[CH]C([CH])[C@@H]([CH][CH][SH+][CH][C][CH]SC=[OH+])[P@@](S)C=[OH+],[CH]C([CH])[C@@H]([CH][CH][SH+][CH][C][CH]SC=[OH+])[P@@](S)C=[OH+],True,True,True,,,,,,,,0.07353,0,False,6,True,4,True,False,True,0,greedy,17,305.406
92224545,CNN,T6,0.6,0.5,3.5,15,5,14005,1.23897,1.18264,1.78826,0.94394,1.02567,2.41118,-0.29503,0.15697,0.62291,200,0.991522,False,[CH][C@H]([CH][OH+])SC=[OH+],[CH][C@H]([CH][OH+])SC=[OH+],True,True,True,,,,,,,,0.08333,0,False,3,True,1,True,False,True,0,greedy,7,118.157
92224545,CNN,T6,0.6,0.5,3.5,16,1,15001,0.25496,0.38314,0.38473,1.05213,1.13413,2.24363,0.79717,-0.51727,1.85891,200,1.400973,False,[CH][NH3+],[CH][NH3+],True,False,True,,,,,,,,0.06061,0,False,0,False,0,False,True,True,0,greedy,2,30.05
92224545,CNN,T6,0.6,0.5,3.5,16,2,15002,0.25496,0.38314,0.38473,1.05213,1.13413,2.24363,0.79717,-0.51727,1.85891,200,1.400973,False,[CH][CH][NH+][C@@H]([CH])[C@@H]([CH]C=N)[C@H]([NH])[CH]C=[NH2+],[CH][CH][NH+][C@@H]([CH])[C@@H]([CH]C=N)[C@H]([NH])[CH]C=[NH2+],True,True,True,,,,,,,,0.09615,0,False,1,True,0,False,False,True,0,greedy,14,191.258
92224545,CNN,T6,0.6,0.5,3.5,16,3,15003,0.25496,0.38314,0.38473,1.05213,1.13413,2.24363,0.79717,-0.51727,1.85891,200,1.400973,False,[CH][P@@]([NH3+])[SH]([P][CH][CH][CH][CH][CH]N[CH]NC=N)[P@@]([CH][NH3+])[CH][CH][CH][NH3+],[CH][P@@]([NH3+])[SH]([P][CH][CH][CH][CH][CH]N[CH]NC=N)[P@@]([CH][NH3+])[CH][CH][CH][NH3+],True,True,True,,,,,,,,0.07595,0,False,5,True,4,True,False,False,1,greedy,22,378.363
92224545,CNN,T6,0.6,0.5,3.5,16,4,15004,0.25496,0.38314,0.38473,1.05213,1.13413,2.24363,0.79717,-0.51727,1.85891,200,1.400973,False,[CH]N[CH]SC=[OH+],[CH]N[CH]SC=[OH+],True,True,True,,,,,,,,0.11111,0,False,5,True,1,True,False,True,0,greedy,6,103.146
92224545,CNN,T6,0.6,0.5,3.5,16,5,15005,0.25496,0.38314,0.38473,1.05213,1.13413,2.24363,0.79717,-0.51727,1.85891,200,1.400973,False,[CH]N[CH]SC=[OH+],[CH]N[CH]SC=[OH+],True,False,True,,,,,,,,0.11111,0,False,5,True,1,True,False,True,0,greedy,6,103.146
92224545,CNN,T6,0.6,0.5,3.5,17,1,16001,0.20871,0.34656,0.48044,1.05349,1.0306,2.33605,0.84477,-0.37715,1.85561,200,1.168639,False,[CH][C@H](C=[SH][P][NH3+])[OH+]Br,[CH][C@H](C=[SH][P][NH3+])[OH+]Br,True,True,True,,,,,,,,0.10256,1,True,4,True,3,True,False,True,0,greedy,8,217.048
92224545,CNN,T6,0.6,0.5,3.5,17,2,16002,0.20871,0.34656,0.48044,1.05349,1.0306,2.33605,0.84477,-0.37715,1.85561,200,1.168639,False,[CH][C@H](N[SH+][CH][CH][CH]SC=[OH+])N[C@H]([CH])C=[SH]P=[SH][CH]SC=[OH+],[CH][C@H](N[SH+][CH][CH][CH]SC=[OH+])N[C@H]([CH])C=[SH]P=[SH][CH]SC=[OH+],True,True,True,,,,,,,,0.09091,1,True,8,True,5,True,False,True,0,greedy,21,401.586
92224545,CNN,T6,0.6,0.5,3.5,17,3,16003,0.20871,0.34656,0.48044,1.05349,1.0306,2.33605,0.84477,-0.37715,1.85561,200,1.168639,False,[CH][C@H](C=[SH][P@]([CH])S)[OH+][SH+][P][CH][NH3+],[CH][C@H](C=[SH][P@]([CH])S)[OH+][SH+][P][CH][NH3+],True,True,True,,,,,,,,0.07547,1,True,5,True,4,True,False,True,0,greedy,12,260.306
92224545,CNN,T6,0.6,0.5,3.5,17,4,16004,0.20871,0.34656,0.48044,1.05349,1.0306,2.33605,0.84477,-0.37715,1.85561,200,1.168639,False,[CH][C@H](C=[SH][P]N[CH]SC=[OH+])N[CH][CH][CH][CH]Br,[CH][C@H](C=[SH][P]N[CH]SC=[OH+])N[CH][CH][CH][CH]Br,True,True,True,,,,,,,,0.08974,1,True,7,True,4,True,False,True,0,greedy,16,340.228
92224545,CNN,T6,0.6,0.5,3.5,17,5,16005,0.20871,0.34656,0.48044,1.05349,1.0306,2.33605,0.84477,-0.37715,1.85561,200,1.168639,False,[CH]S[SH+]NN[P][SH]=C[C@@H]([CH])SC=[OH+],[CH]S[SH+]NN[P][SH]=C[C@@H]([CH])SC=[OH+],True,True,True,,,,,,,,0.08824,1,True,9,True,5,True,False,True,0,greedy,13,273.39
92224545,CNN,T6,0.6,0.5,3.5,18,1,17001,0.17852,0.35182,0.33863,1.06437,1.06653,2.13968,0.88585,-0.41835,1.80105,200,1.467987,False,[CH][C@H](C=[SH+][CH]N[CH]SC=[OH+])[P@@]([CH])[CH][CH][CH][CH][CH][P]#C[P][P][P],[CH][C@H](C=[SH+][CH]N[CH]SC=[OH+])[P@@]([CH])[CH][CH][CH][CH][CH][P]#C[P][P][P],True,True,True,,,,,,,,0.1039,1,True,7,True,4,True,False,False,1,greedy,22,420.273
92224545,CNN,T6,0.6,0.5,3.5,18,2,17002,0.17852,0.35182,0.33863,1.06437,1.06653,2.13968,0.88585,-0.41835,1.80105,200,1.467987,False,[CH][C@H]([P])C=N[SH+][CH]NN[CH][P](=[SH+])[CH]SC=[OH+],[CH][C@H]([P])C=N[SH+][CH]NN[CH][P](=[SH+])[CH]SC=[OH+],True,True,True,,,,,,,,0.09756,0,False,8,True,5,True,False,True,0,greedy,16,312.342
92224545,CNN,T6,0.6,0.5,3.5,18,3,17003,0.17852,0.35182,0.33863,1.06437,1.06653,2.13968,0.88585,-0.41835,1.80105,200,1.467987,False,[CH]C([CH])C=[N-],[CH]C([CH])C=[N-],True,True,True,,,,,,,,0.1,0,False,1,True,0,False,False,True,0,greedy,5,66.083
92224545,CNN,T6,0.6,0.5,3.5,18,4,17004,0.17852,0.35182,0.33863,1.06437,1.06653,2.13968,0.88585,-0.41835,1.80105,200,1.467987,False,[CH][C@@H]([CH]SC=[OH+])N[SH+][CH][CH]C=PS[NH],[CH][C@@H]([CH]SC=[OH+])N[SH+][CH][CH]C=PS[NH],True,True,True,,,,,,,,0.08475,0,False,7,True,5,True,False,True,0,greedy,14,266.353
92224545,CNN,T6,0.6,0.5,3.5,18,5,17005,0.17852,0.35182,0.33863,1.06437,1.06653,2.13968,0.88585,-0.41835,1.80105,200,1.467987,False,[CH]C=[NH2+],[CH]C=[NH2+],True,False,True,,,,,,,,0.10714,0,False,1,True,0,False,False,True,0,greedy,3,42.061
92224545,CNN,T6,0.6,0.5,3.5,19,1,18001,0.72274,0.67264,1.14227,1.06729,0.94347,2.42585,0.34455,-0.27082,1.28358,200,0.99652,False,[CH][P]N[C@@H]([NH3+])[C@@H](N[SH+]=C[CH][CH][CH]S[P]SNC([CH])[CH])[P]P=[SH+]=[OH+],[CH][P]N[C@@H]([NH3+])[C@@H](N[SH+]=C[CH][CH][CH]S[P]SNC([CH])[CH])[P]P=[SH+]=[OH+],True,True,True,,,,,,,,0.08974,1,True,7,True,7,True,False,True,0,greedy,23,463.453
92224545,CNN,T6,0.6,0.5,3.5,19,2,18002,0.72274,0.67264,1.14227,1.06729,0.94347,2.42585,0.34455,-0.27082,1.28358,200,0.99652,False,[CH][CH]I,[CH][CH]I,True,False,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,19,3,18003,0.72274,0.67264,1.14227,1.06729,0.94347,2.42585,0.34455,-0.27082,1.28358,200,0.99652,False,[CH][CH]I,[CH][CH]I,True,False,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,19,4,18004,0.72274,0.67264,1.14227,1.06729,0.94347,2.42585,0.34455,-0.27082,1.28358,200,0.99652,False,[CH][CH]NC=[SH+][P]C=NS[P@@]([CH])[CH]N[SH+]N[CH]SC=[OH+],[CH][CH]NC=[SH+][P]C=NS[P@@]([CH])[CH]N[SH+]N[CH]SC=[OH+],True,True,True,,,,,,,,0.1039,0,False,9,True,6,True,False,True,0,greedy,19,372.443
92224545,CNN,T6,0.6,0.5,3.5,19,5,18005,0.72274,0.67264,1.14227,1.06729,0.94347,2.42585,0.34455,-0.27082,1.28358,200,0.99652,False,[CH][CH]I,[CH][CH]I,True,False,True,,,,,,,,0.10714,0,False,1,True,1,True,False,True,0,greedy,3,152.942
92224545,CNN,T6,0.6,0.5,3.5,20,1,19001,10.52094,9.24606,13.87478,0.08712,0.18308,0.4737,-10.43382,8.42914,7.34847,200,4.94651,False,[CH][CH]NC=[SH][P]N[C@H]([N-]C=[SH+][CH][P]S[CH-][NH2+][CH]C=[NH2+])N[CH][C@H]([P])[NH2+]N[NH],[CH][CH]NC=[SH][P]N[C@H]([N-]C=[SH+][CH][P]S[CH-][NH2+][CH]C=[NH2+])N[CH][C@H]([P])[NH2+]N[NH],True,True,True,,,,,,,,0.10101,0,False,10,True,7,True,False,False,1,greedy,26,471.499
92224545,CNN,T6,0.6,0.5,3.5,20,2,19002,10.52094,9.24606,13.87478,0.08712,0.18308,0.4737,-10.43382,8.42914,7.34847,200,4.94651,False,[CH][C@H]([P])[NH2+][CH]NC=[SH+][C@H]([P][SH]=[NH2+])[C@H]([CH-])[CH][P]N[CH][C@H]([CH-])[P][P]#C,[CH][C@H]([P])[NH2+][CH]NC=[SH+][C@H]([P][SH]=[NH2+])[C@H]([CH-])[CH][P]N[CH][C@H]([CH-])[P][P]#C,True,True,True,,,,,,,,0.09677,0,False,6,True,4,True,False,True,0,greedy,23,439.324
92224545,CNN,T6,0.6,0.5,3.5,20,3,19003,10.52094,9.24606,13.87478,0.08712,0.18308,0.4737,-10.43382,8.42914,7.34847,200,4.94651,False,[CH]C=[NH2+],[CH]C=[NH2+],True,False,True,,,,,,,,0.10714,0,False,1,True,0,False,False,True,0,greedy,3,42.061
92224545,CNN,T6,0.6,0.5,3.5,20,4,19004,10.52094,9.24606,13.87478,0.08712,0.18308,0.4737,-10.43382,8.42914,7.34847,200,4.94651,False,[CH][C@H]([P])[CH][CH][C@H]([SH+][C@H]([NH2+])C=[NH2+])[C@H]([P]S[C@@H]([CH])[SH+])[C@@H]([P][P][P]F)[P]S[P][P][NH3+],[CH][C@H]([P])[CH][CH][C@H]([SH+][C@H]([NH2+])C=[NH2+])[C@H]([P]S[C@@H]([CH])[SH+])[C@@H]([P][P][P]F)[P]S[P][P][NH3+],True,True,True,,,,,,,,0.1,0,False,6,True,6,True,False,False,1,greedy,27,589.36
92224545,CNN,T6,0.6,0.5,3.5,20,5,19005,10.52094,9.24606,13.87478,0.08712,0.18308,0.4737,-10.43382,8.42914,7.34847,200,4.94651,False,[CH][C@H]([P])[CH]N[CH]C=[NH2+],[CH][C@H]([P])[CH]N[CH]C=[NH2+],True,True,True,,,,,,,,0.13158,0,False,3,True,0,False,False,True,0,greedy,8,127.107
92224545,CNN,T6,0.6,0.5,3.5,21,1,20001,1.98941,1.86412,2.81782,1.1824,1.0693,2.10646,-0.80701,0.79483,-0.71136,200,1.63581,False,[CH]C([CH])[C@@H]1[P][C@@H]1SC=[OH+],[CH]C([CH])[C@@H]1[P][C@@H]1SC=[OH+],True,True,True,,,,,,,,0.11364,0,False,4,True,1,True,False,True,0,greedy,9,158.162
92224545,CNN,T6,0.6,0.5,3.5,21,2,20002,1.98941,1.86412,2.81782,1.1824,1.0693,2.10646,-0.80701,0.79483,-0.71136,200,1.63581,False,[CH]C([CH])[C@@H](C=[SH+][CH][NH3+])[P]S[CH]I,[CH]C([CH])[C@@H](C=[SH+][CH][NH3+])[P]S[CH]I,True,True,True,,,,,,,,0.09615,1,True,5,True,4,True,False,True,0,greedy,12,331.184
92224545,CNN,T6,0.6,0.5,3.5,21,3,20003,1.98941,1.86412,2.81782,1.1824,1.0693,2.10646,-0.80701,0.79483,-0.71136,200,1.63581,False,[CH][C@@H]1[CH][C@@H]1[P+],[CH][C@@H]1[CH][C@@H]1[P+],True,True,True,,,,,,,,0.1,0,False,1,True,1,True,False,True,0,greedy,5,83.05
92224545,CNN,T6,0.6,0.5,3.5,21,4,20004,1.98941,1.86412,2.81782,1.1824,1.0693,2.10646,-0.80701,0.79483,-0.71136,200,1.63581,False,[CH]C=[SH+][CH][CH][NH3+],[CH]C=[SH+][CH][CH][NH3+],True,True,True,,,,,,,,0.09524,1,True,3,True,1,True,False,True,0,greedy,6,102.182
92224545,CNN,T6,0.6,0.5,3.5,21,5,20005,1.98941,1.86412,2.81782,1.1824,1.0693,2.10646,-0.80701,0.79483,-0.71136,200,1.63581,False,[CH]C([CH])[C@@H]([CH][CH][CH]SC=[OH+])[P@@](Br)[SH+][CH]C=[SH+],[CH]C([CH])[C@@H]([CH][CH][CH]SC=[OH+])[P@@](Br)[SH+][CH]C=[SH+],True,True,True,,,,,,,,0.08955,1,True,7,True,5,True,False,True,0,greedy,16,356.292
92224545,CNN,T6,0.6,0.5,3.5,22,1,21001,2.78539,2.64042,3.90284,0.68279,0.90929,1.58709,-2.1026,1.73113,-1.51007,200,2.012031,False,[NH3+][C@H]([S])S[P][P+]CS,[NH3+][C@H]([S])S[P][P+]CS,True,True,True,,,,,,,,0.13158,0,False,4,True,4,True,False,True,0,greedy,8,203.234
92224545,CNN,T6,0.6,0.5,3.5,22,2,21002,2.78539,2.64042,3.90284,0.68279,0.90929,1.58709,-2.1026,1.73113,-1.51007,200,2.012031,False,[C][CH]S[P]#CN[SH+][CH][NH3+],[C][CH]S[P]#CN[SH+][CH][NH3+],True,True,True,,,,,,,,0.09804,0,False,5,True,3,True,False,True,0,greedy,9,178.222
92224545,CNN,T6,0.6,0.5,3.5,22,3,21003,2.78539,2.64042,3.90284,0.68279,0.90929,1.58709,-2.1026,1.73113,-1.51007,200,2.012031,False,[CH-][C@@H]([NH2+]F)S[P]#CC=[SH+][P]C=N,[CH-][C@@H]([NH2+]F)S[P]#CC=[SH+][P]C=N,True,True,True,,,,,,,,0.1,1,True,8,True,3,True,False,True,0,greedy,12,241.213
92224545,CNN,T6,0.6,0.5,3.5,22,4,21004,2.78539,2.64042,3.90284,0.68279,0.90929,1.58709,-2.1026,1.73113,-1.51007,200,2.012031,False,[CH][P]S[C@@H]([S])[SH+]1([CH])NP=[SH+][C@H]([NH2+])N[P@]1([CH-][CH-][P][P@]([NH3+])[P])[P]P=[SH+][NH3+],[CH][P]S[C@@H]([S])[SH+]1([CH])NP=[SH+][C@H]([NH2+])N[P@]1([CH-][CH-][P][P@]([NH3+])[P])[P]P=[SH+][NH3+],True,True,True,,,,,,,,0.1,0,False,4,True,7,True,False,False,1,greedy,24,569.38
92224545,CNN,T6,0.6,0.5,3.5,22,5,21005,2.78539,2.64042,3.90284,0.68279,0.90929,1.58709,-2.1026,1.73113,-1.51007,200,2.012031,False,[NH2+]=CC#[P]S[C@@H]([S])[P][CH]N[C@@H]([NH3+])S,[NH2+]=CC#[P]S[C@@H]([S])[P][CH]N[C@@H]([NH3+])S,True,True,True,,,,,,,,0.10714,0,False,4,True,2,True,False,True,0,greedy,13,271.313
92224545,CNN,T6,0.6,0.5,3.5,23,1,22001,0.32168,0.43655,0.78989,0.76271,0.98224,2.74675,0.44103,-0.41879,1.95686,200,0.548631,False,[CH]C=[NH2+],[CH]C=[NH2+],True,False,True,,,,,,,,0.10714,0,False,1,True,0,False,False,True,0,greedy,3,42.061
92224545,CNN,T6,0.6,0.5,3.5,23,2,22002,0.32168,0.43655,0.78989,0.76271,0.98224,2.74675,0.44103,-0.41879,1.95686,200,0.548631,False,[CH][SH+](N[SH+][CH][CH]SC=[OH+])=PN[NH2+]NC=[CH],[CH][SH+](N[SH+][CH][CH]SC=[OH+])=PN[NH2+]NC=[CH],True,True,True,,,,,,,,0.08219,0,False,8,True,8,True,False,True,0,greedy,15,285.38
